Game Title,User Rating,Age Group Targeted,Price,Platform,Requires Special Device,Developer,Publisher,Release Year,Genre,Multiplayer,Game Length (Hours),Graphics Quality,Soundtrack Quality,Story Quality,User Review Text,Game Mode,Min Number of Players
"Fall Guys,32.1,Teens,42.83,Xbox,Yes,Epic Games,Take-Two Interactive,2017,Adventure,Yes,38.8,High,Excellent,Average,""Amazing game, but the graphics could be better."",Online,10"
"Halo Infinite,23.7,Teens,23.38,PlayStation,No,Innersloth,Nintendo,2010,Shooter,No,36.4,Low,Poor,Good,""Disappointing game, but too many bugs."",Online,10"
"Tomb Raider (2013),21.2,Teens,25.41,Xbox,No,Valve,Epic Games,2019,Action,No,22.6,Medium,Good,Good,""Great game, but too many bugs."",Offline,2"
"Minecraft,19.0,All Ages,28.55,Mobile,No,Bungie,Electronic Arts,2014,RPG,No,22.0,Medium,Excellent,Good,""Solid game, but too many bugs."",Online,6"
"Super Mario Odyssey,15.2,Adults,20.15,Nintendo Switch,No,Capcom,Activision,2018,Fighting,Yes,20.4,Medium,Good,Average,""Great game, but the graphics could be better."",Offline,1"
"Halo Infinite,15.8,Kids,21.92,Mobile,No,Game Freak,Square Enix,2023,Sports,Yes,21.4,High,Average,Poor,""Great game, but the gameplay is amazing."",Online,1"
"Fall Guys,44.6,Teens,56.84,PC,No,EA Sports,Innersloth,2019,Party,No,59.8,Ultra,Excellent,Average,""Disappointing game, but the graphics could be better."",Offline,2"
"Animal Crossing: New Horizons,27.5,All Ages,48.5,Nintendo Switch,Yes,Nintendo,Innersloth,2019,Simulation,Yes,5.3,Medium,Good,Average,""Disappointing game, but the graphics could be better."",Offline,6"
"Animal Crossing: New Horizons,27.1,Adults,32.84,Xbox,Yes,Capcom,Epic Games,2022,Sports,Yes,39.0,Medium,Good,Average,""Amazing game, but the graphics could be better."",Online,8"
"Animal Crossing: New Horizons,30.3,Teens,27.25,Nintendo Switch,No,Rockstar Games,Valve,2020,RPG,No,52.3,Low,Poor,Good,""Great game, but the gameplay is amazing."",Offline,5"
"Spelunky 2,27.6,Teens,40.72,Mobile,Yes,Bungie,Innersloth,2023,Action,Yes,22.9,Ultra,Average,Good,""Great game, but the gameplay is amazing."",Online,8"
"Rocket League,27.3,Adults,27.19,Xbox,No,Epic Games,Valve,2013,Sports,Yes,47.2,Ultra,Good,Excellent,""Amazing game, but the graphics could be better."",Offline,8"
"Counter-Strike: Global Offensive,33.6,Teens,34.08,PlayStation,Yes,Valve,Epic Games,2010,Party,Yes,52.9,Medium,Poor,Average,""Solid game, but the gameplay is amazing."",Online,6"
"Overwatch 2,33.5,Teens,53.81,PlayStation,No,Game Freak,Nintendo,2015,Sports,Yes,25.5,Low,Average,Good,""Solid game, but the graphics could be better."",Offline,10"
"The Elder Scrolls V: Skyrim,40.9,Teens,51.89,Xbox,Yes,Nintendo,Activision,2014,Simulation,No,44.0,Ultra,Excellent,Poor,""Amazing game, but too many bugs."",Online,10"
"Just Dance 2024,41.5,Kids,55.31,Mobile,Yes,Epic Games,Epic Games,2021,Simulation,No,50.7,Medium,Good,Average,""Solid game, but too many bugs."",Online,3"
"Hades,32.7,Kids,42.81,Mobile,Yes,Epic Games,Square Enix,2018,Adventure,No,40.6,High,Poor,Poor,""Amazing game, but the graphics could be better."",Online,2"
"Cuphead,41.1,All Ages,57.27,Mobile,Yes,Epic Games,Epic Games,2022,Fighting,Yes,36.3,Ultra,Average,Average,""Great game, but too many bugs."",Online,5"
"Hades,24.4,Adults,22.48,PC,Yes,Epic Games,Take-Two Interactive,2013,Shooter,Yes,41.5,Ultra,Poor,Excellent,""Disappointing game, but too many bugs."",Offline,3"
"The Legend of Zelda: Breath of the Wild,23.3,All Ages,38.57,Mobile,No,Valve,Epic Games,2012,Shooter,No,9.6,High,Excellent,Poor,""Great game, but the gameplay is amazing."",Online,3"
"Super Smash Bros. Ultimate,36.6,Teens,54.73,Nintendo Switch,No,CD Projekt Red,Electronic Arts,2023,Strategy,Yes,31.3,Ultra,Poor,Good,""Disappointing game, but the graphics could be better."",Offline,1"
"Fortnite,34.3,Adults,32.55,PC,No,Game Freak,Epic Games,2017,Sports,Yes,57.8,Medium,Excellent,Average,""Disappointing game, but the graphics could be better."",Online,10"
"Pok̩mon Scarlet & Violet,12.8,Kids,20.85,Xbox,No,Innersloth,Activision,2010,Strategy,No,10.6,Medium,Poor,Good,""Disappointing game, but too many bugs."",Offline,7"
"Super Smash Bros. Ultimate,21.5,Teens,21.28,Nintendo Switch,No,Valve,Activision,2019,Sports,No,31.1,Low,Good,Excellent,""Amazing game, but too many bugs."",Online,6"
"Cuphead,25.8,Kids,40.39,Nintendo Switch,Yes,Valve,Nintendo,2013,Puzzle,No,12.3,Ultra,Average,Average,""Great game, but the graphics could be better."",Online,4"
"Fall Guys,17.3,All Ages,24.44,Nintendo Switch,Yes,Innersloth,Capcom,2011,Action,Yes,15.8,Low,Average,Good,""Amazing game, but the gameplay is amazing."",Offline,10"
"Fortnite,35.4,Adults,57.01,Nintendo Switch,No,Valve,Valve,2023,Adventure,Yes,24.5,High,Good,Poor,""Amazing game, but the gameplay is amazing."",Offline,7"
"Counter-Strike: Global Offensive,22.3,Adults,33.91,Mobile,Yes,Game Freak,Valve,2018,Simulation,No,18.9,Ultra,Excellent,Good,""Amazing game, but the gameplay is amazing."",Online,3"
"League of Legends,24.9,Adults,38.54,Xbox,Yes,Capcom,Take-Two Interactive,2023,Shooter,Yes,15.8,Low,Good,Average,""Amazing game, but too many bugs."",Online,7"
"Portal 2,35.5,Kids,54.76,PlayStation,No,Valve,Innersloth,2016,Simulation,No,25.1,High,Good,Good,""Disappointing game, but the graphics could be better."",Offline,6"
"Halo Infinite,23.9,Adults,43.97,Mobile,Yes,Rockstar Games,Electronic Arts,2016,Strategy,Yes,11.2,Low,Good,Excellent,""Disappointing game, but the graphics could be better."",Online,5"
"Tomb Raider (2013),29.6,All Ages,28.23,PlayStation,No,Innersloth,Capcom,2019,Party,No,52.0,Ultra,Good,Excellent,""Great game, but the graphics could be better."",Offline,10"
"Counter-Strike: Global Offensive,33.9,Adults,58.45,PC,No,Innersloth,Innersloth,2013,Puzzle,Yes,13.8,Low,Poor,Poor,""Great game, but the graphics could be better."",Online,10"
"The Witcher 3: Wild Hunt,47.1,Adults,57.76,PlayStation,Yes,EA Sports,Electronic Arts,2020,Fighting,Yes,54.3,High,Poor,Good,""Solid game, but the gameplay is amazing."",Offline,1"
"Portal 2,29.3,Kids,53.32,Nintendo Switch,No,Innersloth,Valve,2018,Sports,No,8.4,Medium,Good,Poor,""Solid game, but too many bugs."",Offline,3"
"Call of Duty: Modern Warfare 2,22.8,All Ages,35.73,Xbox,Yes,Game Freak,Take-Two Interactive,2018,Simulation,No,14.9,High,Average,Poor,""Disappointing game, but the gameplay is amazing."",Offline,8"
"The Witcher 3: Wild Hunt,33.8,Kids,43.56,Xbox,Yes,Innersloth,Capcom,2011,Puzzle,No,44.2,Low,Poor,Excellent,""Disappointing game, but the graphics could be better."",Offline,1"
"The Sims 4,42.0,Teens,54.74,PC,Yes,Game Freak,Epic Games,2020,Adventure,Yes,54.4,High,Average,Excellent,""Amazing game, but too many bugs."",Online,1"
"1000-Piece Puzzle,34.3,Kids,41.09,Xbox,No,Capcom,Take-Two Interactive,2012,Sports,No,50.8,Ultra,Good,Excellent,""Great game, but too many bugs."",Online,3"
"Cuphead,22.6,Teens,22.45,Xbox,No,Capcom,Square Enix,2010,Sports,No,42.4,Ultra,Excellent,Good,""Solid game, but too many bugs."",Online,2"
"Hades,36.4,Adults,53.71,PC,Yes,Nintendo,Capcom,2019,Strategy,Yes,29.9,Medium,Excellent,Good,""Amazing game, but the graphics could be better."",Online,2"
"Cuphead,37.7,Kids,51.24,Nintendo Switch,Yes,Capcom,Innersloth,2015,Strategy,No,39.7,High,Average,Poor,""Disappointing game, but the graphics could be better."",Online,5"
"Grand Theft Auto V,28.7,Teens,34.04,Xbox,Yes,Rockstar Games,Take-Two Interactive,2014,Action,No,39.2,Low,Excellent,Average,""Amazing game, but too many bugs."",Offline,7"
"Fortnite,37.6,Teens,49.88,Mobile,Yes,Bungie,Square Enix,2020,Shooter,Yes,36.8,Low,Excellent,Excellent,""Solid game, but the gameplay is amazing."",Offline,8"
"Portal 2,18.6,Teens,25.43,Xbox,Yes,CD Projekt Red,Activision,2013,Action,No,21.0,High,Poor,Excellent,""Disappointing game, but the gameplay is amazing."",Online,1"
"Call of Duty: Modern Warfare 2,48.0,Teens,59.11,PlayStation,No,Epic Games,Innersloth,2011,Party,Yes,58.0,Ultra,Good,Poor,""Solid game, but the gameplay is amazing."",Offline,2"
"The Witcher 3: Wild Hunt,40.3,Kids,57.05,PlayStation,No,Capcom,Innersloth,2012,RPG,No,41.3,Low,Average,Good,""Great game, but too many bugs."",Online,7"
"Bioshock Infinite,31.8,Teens,33.08,Mobile,Yes,Bungie,Valve,2010,Strategy,Yes,56.6,Medium,Good,Average,""Solid game, but the graphics could be better."",Offline,3"
"Tomb Raider (2013),30.0,Adults,48.51,PC,No,EA Sports,Valve,2011,Adventure,No,18.0,High,Average,Poor,""Disappointing game, but too many bugs."",Online,6"
"Spelunky 2,36.9,All Ages,41.08,Mobile,Yes,Capcom,Activision,2017,RPG,Yes,52.4,Medium,Average,Poor,""Great game, but the gameplay is amazing."",Offline,1"
"FIFA 24,29.6,All Ages,25.29,PC,No,Epic Games,Activision,2011,Puzzle,Yes,59.5,Ultra,Excellent,Average,""Great game, but the gameplay is amazing."",Offline,2"
"Just Dance 2024,30.4,All Ages,28.12,PlayStation,No,Capcom,Activision,2023,RPG,No,55.2,High,Excellent,Good,""Amazing game, but the graphics could be better."",Offline,3"
"Mario Kart 8 Deluxe,40.9,Kids,50.46,Xbox,Yes,Valve,Square Enix,2011,Sports,Yes,51.4,Ultra,Excellent,Poor,""Amazing game, but the graphics could be better."",Offline,7"
"The Witcher 3: Wild Hunt,26.6,All Ages,37.99,Xbox,No,Nintendo,Take-Two Interactive,2022,Shooter,No,23.8,Low,Good,Poor,""Great game, but the gameplay is amazing."",Online,5"
"Grand Theft Auto V,20.2,All Ages,33.1,Xbox,Yes,Bungie,Take-Two Interactive,2014,RPG,Yes,5.6,Low,Good,Excellent,""Great game, but the gameplay is amazing."",Offline,6"
"Minecraft,15.6,Adults,20.47,Nintendo Switch,No,Valve,Epic Games,2010,Sports,No,20.2,High,Poor,Excellent,""Solid game, but the gameplay is amazing."",Online,6"
"Counter-Strike: Global Offensive,31.2,Kids,49.91,Mobile,Yes,EA Sports,Innersloth,2021,RPG,Yes,26.4,Ultra,Excellent,Poor,""Solid game, but the graphics could be better."",Online,7"
"Hades,31.7,Teens,54.29,PC,No,Capcom,Nintendo,2017,Adventure,Yes,14.4,Ultra,Excellent,Good,""Great game, but too many bugs."",Offline,3"
"Call of Duty: Modern Warfare 2,31.9,Adults,32.44,Nintendo Switch,No,CD Projekt Red,Nintendo,2016,Shooter,No,53.8,Low,Excellent,Excellent,""Solid game, but too many bugs."",Offline,4"
"Spelunky 2,31.5,Adults,26.44,Nintendo Switch,Yes,Epic Games,Activision,2022,Adventure,Yes,57.4,High,Good,Average,""Great game, but the graphics could be better."",Offline,3"
"Tomb Raider (2013),20.2,Adults,32.83,Xbox,No,CD Projekt Red,Epic Games,2011,Simulation,Yes,9.5,Medium,Excellent,Excellent,""Great game, but the gameplay is amazing."",Online,2"
"Counter-Strike: Global Offensive,21.6,Teens,23.34,Mobile,No,Valve,Innersloth,2013,Strategy,No,29.5,Ultra,Good,Average,""Great game, but too many bugs."",Offline,2"
"Grand Theft Auto V,27.2,Adults,38.53,PlayStation,No,CD Projekt Red,Innersloth,2017,Fighting,No,29.5,High,Poor,Average,""Amazing game, but too many bugs."",Offline,2"
"Kingdom Hearts III,30.4,Teens,34.57,Xbox,Yes,Innersloth,Electronic Arts,2014,Simulation,No,40.1,High,Average,Average,""Solid game, but the graphics could be better."",Offline,1"
"Pok̩mon Scarlet & Violet,22.0,All Ages,22.19,PlayStation,Yes,Capcom,Electronic Arts,2013,Puzzle,Yes,36.8,Ultra,Average,Average,""Great game, but too many bugs."",Online,8"
"Pillars of Eternity II: Deadfire,37.8,Teens,40.25,Nintendo Switch,No,Innersloth,Square Enix,2013,Shooter,No,58.6,Medium,Average,Average,""Amazing game, but the gameplay is amazing."",Online,4"
"Cuphead,35.7,Adults,40.82,PlayStation,No,Valve,Innersloth,2013,Puzzle,No,45.8,Medium,Good,Excellent,""Disappointing game, but too many bugs."",Offline,2"
"Grand Theft Auto V,34.4,All Ages,49.78,Mobile,No,Game Freak,Square Enix,2022,Party,No,27.3,Medium,Average,Good,""Great game, but the graphics could be better."",Offline,10"
"Cuphead,19.5,All Ages,24.26,PlayStation,Yes,Game Freak,Electronic Arts,2018,Action,No,27.9,Low,Excellent,Poor,""Amazing game, but the graphics could be better."",Offline,6"
"Overwatch 2,25.6,Teens,33.64,Mobile,Yes,Capcom,Innersloth,2017,Strategy,No,24.1,High,Good,Average,""Disappointing game, but the gameplay is amazing."",Offline,5"
"Rocket League,16.9,Teens,25.15,Nintendo Switch,Yes,Valve,Nintendo,2019,Party,No,12.4,Medium,Poor,Poor,""Disappointing game, but the graphics could be better."",Offline,8"
"League of Legends,29.8,Kids,30.94,PlayStation,No,Capcom,Activision,2012,Sports,No,47.0,Medium,Good,Excellent,""Solid game, but too many bugs."",Offline,3"
"Red Dead Redemption 2,24.5,Teens,23.33,PC,No,EA Sports,Valve,2013,Adventure,Yes,36.0,Ultra,Good,Poor,""Great game, but the gameplay is amazing."",Offline,2"
"Among Us,39.9,Kids,53.72,Mobile,Yes,CD Projekt Red,Square Enix,2013,RPG,No,40.5,Ultra,Average,Excellent,""Great game, but too many bugs."",Online,1"
"Counter-Strike: Global Offensive,44.8,Adults,54.39,PC,No,Rockstar Games,Valve,2020,Adventure,No,58.4,Low,Good,Excellent,""Disappointing game, but the gameplay is amazing."",Offline,5"
"Street Fighter V,25.0,Kids,29.0,PlayStation,No,Rockstar Games,Capcom,2019,Action,No,39.4,Medium,Excellent,Average,""Amazing game, but the gameplay is amazing."",Online,4"
"Pillars of Eternity II: Deadfire,36.9,Adults,41.78,PC,No,Nintendo,Epic Games,2019,Strategy,Yes,51.3,Low,Good,Good,""Great game, but the gameplay is amazing."",Online,1"
"Minecraft,19.9,All Ages,30.99,Nintendo Switch,Yes,Bungie,Nintendo,2022,RPG,No,15.6,High,Poor,Good,""Solid game, but the gameplay is amazing."",Offline,2"
"Tetris,30.3,Kids,49.56,PlayStation,Yes,Nintendo,Capcom,2014,Sports,Yes,21.5,Medium,Excellent,Good,""Great game, but too many bugs."",Offline,2"
"The Elder Scrolls V: Skyrim,37.4,Teens,40.41,PlayStation,No,Innersloth,Square Enix,2014,Strategy,No,54.9,Ultra,Poor,Average,""Solid game, but the graphics could be better."",Offline,6"
"Hitman 3,38.6,Teens,56.87,PC,Yes,Innersloth,Valve,2015,Adventure,Yes,34.8,Medium,Excellent,Poor,""Disappointing game, but the graphics could be better."",Online,4"
"Hades,33.5,Adults,51.58,PlayStation,No,CD Projekt Red,Innersloth,2022,Strategy,No,19.9,Low,Excellent,Poor,""Solid game, but too many bugs."",Offline,6"
"Sid Meier�۪s Civilization VI,20.7,Kids,37.1,PC,Yes,Innersloth,Innersloth,2014,RPG,Yes,7.0,High,Poor,Good,""Amazing game, but too many bugs."",Online,8"
"Hitman 3,32.9,Kids,41.02,PC,No,Valve,Valve,2017,Party,No,43.6,Low,Poor,Good,""Disappointing game, but the gameplay is amazing."",Online,10"
"Hades,28.4,All Ages,46.27,PlayStation,Yes,Game Freak,Square Enix,2020,Action,Yes,21.7,Medium,Poor,Poor,""Amazing game, but the gameplay is amazing."",Offline,7"
"Minecraft,31.8,All Ages,53.77,PC,Yes,Rockstar Games,Take-Two Interactive,2021,Action,Yes,15.4,Low,Poor,Average,""Solid game, but the gameplay is amazing."",Online,3"
"FIFA 24,39.8,Adults,57.44,PC,No,Capcom,Take-Two Interactive,2011,Puzzle,No,41.1,Low,Average,Average,""Solid game, but too many bugs."",Online,6"
"Overwatch 2,30.9,All Ages,41.81,Nintendo Switch,Yes,Rockstar Games,Nintendo,2011,Party,No,28.7,Ultra,Average,Excellent,""Solid game, but the gameplay is amazing."",Online,8"
"Just Dance 2024,21.7,All Ages,21.34,Xbox,No,EA Sports,Valve,2023,Party,No,37.5,Ultra,Excellent,Average,""Amazing game, but the graphics could be better."",Online,7"
"Pillars of Eternity II: Deadfire,27.0,All Ages,21.7,Nintendo Switch,Yes,EA Sports,Take-Two Interactive,2022,Sports,No,48.5,Ultra,Average,Average,""Solid game, but too many bugs."",Online,6"
"Super Smash Bros. Ultimate,23.0,Kids,39.77,Nintendo Switch,Yes,Bungie,Nintendo,2023,Party,No,5.2,High,Poor,Excellent,""Great game, but the graphics could be better."",Online,6"
"Portal 2,31.8,Teens,55.93,Nintendo Switch,Yes,Valve,Valve,2015,Fighting,No,10.0,Ultra,Excellent,Excellent,""Solid game, but the gameplay is amazing."",Online,10"
"Portal 2,28.0,Teens,38.85,PlayStation,Yes,Bungie,Capcom,2018,Sports,Yes,31.1,Ultra,Average,Average,""Amazing game, but the graphics could be better."",Online,10"
"The Legend of Zelda: Breath of the Wild,31.0,Adults,42.66,Nintendo Switch,Yes,CD Projekt Red,Activision,2022,Sports,No,31.1,Ultra,Poor,Average,""Solid game, but the graphics could be better."",Online,7"
"Pillars of Eternity II: Deadfire,25.3,Kids,32.93,Nintendo Switch,No,EA Sports,Square Enix,2019,Fighting,No,33.6,Medium,Poor,Good,""Disappointing game, but the gameplay is amazing."",Offline,1"
"Sid Meier�۪s Civilization VI,27.9,Adults,28.44,Xbox,No,Bungie,Electronic Arts,2022,Sports,No,44.4,Low,Excellent,Average,""Great game, but the graphics could be better."",Offline,7"
"Hades,37.3,Kids,50.02,PC,No,Game Freak,Nintendo,2017,Fighting,No,34.5,High,Good,Excellent,""Great game, but the gameplay is amazing."",Offline,8"
"Minecraft,47.5,Adults,57.52,Nintendo Switch,No,Rockstar Games,Electronic Arts,2016,Strategy,No,57.2,Ultra,Poor,Average,""Great game, but the graphics could be better."",Online,1"
"Half-Life: Alyx,41.7,Kids,46.8,Nintendo Switch,Yes,Epic Games,Valve,2022,Puzzle,No,55.9,High,Poor,Average,""Disappointing game, but too many bugs."",Online,6"
"Among Us,16.5,Adults,25.93,PC,No,Rockstar Games,Innersloth,2012,Simulation,No,17.6,Ultra,Average,Good,""Great game, but the graphics could be better."",Online,1"
"Pok̩mon Scarlet & Violet,35.0,All Ages,51.48,PC,Yes,CD Projekt Red,Capcom,2021,Fighting,No,30.6,High,Good,Average,""Solid game, but the graphics could be better."",Online,7"
"Spelunky 2,22.0,All Ages,25.39,Mobile,Yes,Rockstar Games,Take-Two Interactive,2016,Strategy,No,25.9,High,Average,Poor,""Disappointing game, but the graphics could be better."",Online,5"
"Among Us,37.9,All Ages,51.45,PC,No,Bungie,Innersloth,2012,Strategy,Yes,39.5,Medium,Excellent,Average,""Disappointing game, but the gameplay is amazing."",Online,2"
"Fortnite,27.3,All Ages,29.05,Mobile,Yes,Valve,Nintendo,2020,Simulation,Yes,47.8,Ultra,Average,Average,""Great game, but the graphics could be better."",Offline,10"
"Among Us,19.5,Kids,32.59,PlayStation,No,Innersloth,Nintendo,2014,Party,Yes,6.8,Medium,Good,Average,""Amazing game, but the gameplay is amazing."",Online,10"
"Street Fighter V,33.3,Adults,32.72,Nintendo Switch,Yes,Game Freak,Capcom,2014,Simulation,No,58.8,Medium,Poor,Poor,""Solid game, but too many bugs."",Online,8"
"Mario Kart 8 Deluxe,22.7,Kids,38.91,PC,Yes,EA Sports,Nintendo,2011,Shooter,No,16.0,High,Good,Good,""Solid game, but the graphics could be better."",Offline,7"
"Ghost of Tsushima,20.2,All Ages,24.79,Nintendo Switch,Yes,Bungie,Take-Two Interactive,2015,Action,Yes,23.8,Ultra,Poor,Excellent,""Amazing game, but the gameplay is amazing."",Offline,6"
"Grand Theft Auto V,26.7,Teens,25.02,Nintendo Switch,Yes,Rockstar Games,Electronic Arts,2017,Fighting,Yes,46.0,Ultra,Poor,Average,""Disappointing game, but the gameplay is amazing."",Offline,2"
"Sid Meier�۪s Civilization VI,30.9,Kids,45.91,PC,Yes,Innersloth,Square Enix,2016,Puzzle,No,26.9,Medium,Excellent,Excellent,""Solid game, but the gameplay is amazing."",Offline,5"
"Tekken 7,22.0,Teens,22.68,Nintendo Switch,Yes,Valve,Valve,2011,Simulation,No,38.0,Medium,Poor,Good,""Great game, but the gameplay is amazing."",Online,8"
"1000-Piece Puzzle,37.9,Adults,47.24,PC,Yes,Rockstar Games,Square Enix,2017,Fighting,No,46.7,Low,Average,Poor,""Disappointing game, but too many bugs."",Offline,5"
"The Elder Scrolls V: Skyrim,31.4,Teens,42.56,Nintendo Switch,No,Capcom,Valve,2023,Adventure,No,27.4,Low,Good,Average,""Solid game, but the gameplay is amazing."",Online,10"
"The Sims 4,27.6,All Ages,24.16,PlayStation,No,Nintendo,Square Enix,2022,Puzzle,No,45.6,Low,Average,Poor,""Amazing game, but the gameplay is amazing."",Offline,10"
"Pillars of Eternity II: Deadfire,42.6,Adults,51.24,PC,Yes,Innersloth,Epic Games,2017,Simulation,Yes,50.8,Low,Average,Excellent,""Disappointing game, but too many bugs."",Online,8"
"Cuphead,34.4,Kids,42.69,PlayStation,Yes,Bungie,Take-Two Interactive,2013,Action,No,41.5,Ultra,Poor,Good,""Disappointing game, but the graphics could be better."",Offline,7"
